Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0675,[[candelabro de mesa (girandole)]],[[Autor desconhecido]],[[Século XVIII]],[[França]],Bronze dourado; cristal lapidado,"Par M-0676. Estilo Luis XV. Para três velas, com cristais transparentes e em cor lilás em forma de flores e frutos. Adaptado para luz elétrica.",Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0675.jpg,[[Imagem:M0675.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0676,[[Candelabro de mesa (girandole)]],[[Autor desconhecido]],[[Século XVIII]],[[França]],Bronze dourado; cristais lapidados.,"Par M-0675. Estilo Luis XV. Para três velas, com cristais transparentes e em cor lilás em forma de flores e frutos. Adaptado para luz elétrica.",Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0676.jpg,[[Imagem:M0676.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0677,[[espelho de parede]],[[Autor desconhecido]],[[Século XVIII]],[[França]],Cristal espelhado; madeira entalhada e dourada.,Sem descrição,Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0677.jpg,[[Imagem:M0677.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0678,[[placa misular]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]]/[[Rio de Janeiro]],"Madeira entalhada, policromada e dourada.",Decorada com volutas e cabeças de anjos.,"285,0 x 78,5 x 33,0 cm ap.; com ferragens: 81,5 cm larg.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0678.jpg,[[Imagem:M0678.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0679,[[placa misular]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]]/[[Rio de Janeiro]],madeira entalhada policromada e dourada.,"Decorada com volutas e cabeças de anjos. ","285,0 x 78,0 x 33,0 cm ap.; com ferragens: 81,0 cm larg.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0679.jpg,[[Imagem:M0679.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0680,[[ARANDELA]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],Madeira entalhada e dourada.,Par (M-0689). Para cinco velas. Adaptado para luz elétrica com cinco lâmpadas. Em funcionamento.,Dimensões desconhecidas,[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0680.jpg,[[Imagem:M0680.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0681,[[arandela]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],Madeira entalhada e dourada.,Par (M-0680). Para cinco velas. Adaptado para luz elétrica com cinco lâmpadas. Em funcionamento.,Dimensões desconhecidas,[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0681.jpg,[[Imagem:M0681.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0682,[[espírito santo em resplendor]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil(?)]],"Madeira entalhada, policromada e dourada.",Em forma de medalhão.,"85,0 x 95,0 x 20,0 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0682.jpg,[[Imagem:M0682.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0683,[[cama]],[[Autor desconhecido]],[[Século XVIII]],[[Itália]]/[[Veneza]],"Madeira entalhada, pintada e dourada; tecido de seda.",Em estilo Luis XV. Entalhe da cabeceira adaptado para o móvel. Cabeceira estofada em tecido.,"Totais: 174,0 x 208,0 x 150,0 cm. Entalhe da cabeceira: 172,4 x 56,0 x 8,0 espess.",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0683.jpg,[[Imagem:M0683.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália/Veneza]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0684,[[moldura]],[[Autor desconhecido]],[[Século XVIII]],[[Itália]],Mármores; coral?; metal dourado; metal?; madeira; vidro transparente.,Como moldura de imagem sacra,"85,4 x 67,4 x 12,5 ap.",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0684.jpg,[[Imagem:M0684.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0685,[[taça]],[[Autor desconhecido]],[[Século XIX]],[[França]],Cristal transparente lapidado; bronze dourado,Sem descrição,"12,5 x 9,9 cm d.",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0685.jpg,[[Imagem:M0685.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0686,[[cabeça de anjo]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]],"Madeira entalhada, natural.",Par M-0687. Adaptada para arandela com quatro lâmpadas.,Dimensões desconhecidas,[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0686.jpg,[[Imagem:M0686.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0687,[[cabeça de anjo]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]],Madeira entalhada natural.,Par M-0686. Adaptada para arandela com quatro lâmpadas.,Dimensões desconhecidas,[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0687.jpg,[[Imagem:M0687.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0688,[[lustre]],[[Autor desconhecido]],[[Século XIX]],[[França]],bronze dourado; cristais lapidados,Para seis velas. Adaptado para luz elétrica. Em funcionamento. Com cristais coloridos em forma de flor e frutos suspensos e pássaro de cristal ao centro.,não averiguado.,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0688.jpg,[[Imagem:M0688.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0689,[[lustre]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze.,"Para trinta velas. Adaptado para luz elétrica, originalmente para gás.",Não averiguado.,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0689.jpg,[[Imagem:M0689.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0690,[[vaso]],[[Autor desconhecido]],[[Século XVI]]/[[Ming]],[[China]],Metal cloisonne.," Adaptado para abajur. Decorado com motivos geométricos e flores.",Dimensões desconhecidas,[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0690.jpg,[[Imagem:M0690.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVI/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0691,[[estrutura esférica]],[[Bruno Giorgi]],[[Século XX]],[[Brasil]],Mármore branco esculpido.,Sem descrição,"35,0 x 33,0 x 20,0 cm ap.",[[Arte Brasileira - Século XX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0691.jpg,[[Imagem:M0691.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Bruno Giorgi]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XX]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0692,[[Escrivaninha (trumeau ou escrivaninha com alçado)]],[[Autor desconhecido]],[[Século XX]]/[[c.1910]],[[Inglaterra]],Raiz de Thuya e  madeira maçica escura; bronze.,"Estilo híbrido. ","Fechado: 106,5 x 41 x 206,5 cm (na base). Aberto: 45 larg. ap.",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0692.jpg,[[Imagem:M0692.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra]][[Categoria:Data/Século XX/c.1910]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0693,[[mesa para jogos com toucador]],[[Autor desconhecido]],[[Século XVIII]]/[[c.1750-1777]],[[Portugal]],"Madeira jacarandá (pau santo em portugal) entalhada, com marchetaria; marfim em lâminas; bronze; tecidos; cristal espelhado","Estilo e época transição de D. João V para D. José. Com cinco tampos: aparador, cartas, xadrez e toucador. ","Fechado: 101 x 43,7 x 80 cm.  Apoio posterior aberto: 85,5 larg. ",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0693.jpg,[[Imagem:M0693.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal]][[Categoria:Data/Século XVIII/c.1750-1777]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0694,[[gaiola]],[[Autor desconhecido]],[[Século XX]],[[China]],Madeira lacada; marfim; coral; concha nácar; resinas? cerâmica policromada,Com três pés em marfim. Decorada com motivos florais.,"55,0 x 34,5 d. ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0694.jpg,[[Imagem:M0694.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0695,[[garfo]],[[J. S. & S.]],[[Século XX]]/[[1948]],[[Inglaterra]]/[[Sheffield]],"Prata fundida, madrepérola.",12 exemplares. Conjunto (M-0696).,"1,2 x 14,6 x 1,3",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0695.jpg,[[Imagem:M0695.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/J. S. & S.]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XX/1948]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0696,[[faca]],[[J. S. & S.]],[[Século XX]]/[[1947-1949]],[[Inglaterra]]/[[Sheffield]],"Prata fundida, madrepérola.",11 exemplares. Conjunto (M-0695).,"0,8 x 18,2 x 1,5",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0696.jpg,[[Imagem:M0696.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/J. S. & S.]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XX/1947-1949]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0697,[[sem título]],[[Gerda Brentani]],[[Século XX]],[[Brasil]]/[[São Paulo]],Óleo sobre tela,Sem descrição,Dimensões desconhecidas,[[Arte Brasileira - Século XX]],[[Classificação]]/[[Artes Visuais ]]/[[ Pintura]],Imagem:M0697.jpg,[[Imagem:M0697.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Gerda Brentani]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XX]][[Categoria:Classificação/Artes Visuais / Pintura]]
M-0698,[[xícara]],[[Pirkenhammer]],[[Século XX]],[[República Tcheca]]/[[Breslova]],Porcelana dourada e prateada.,Formato octogonal.,"4,4 x 7,0 x 5,9",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0698.jpg,[[Imagem:M0698.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Pirkenhammer]][[Categoria:Origem/República Tcheca/Breslova]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0699,[[anjo]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil ou Portugal(?)]],"Madeira entalhada, policromada e dourada.",Com a cabeça inclinada à direita. Orificio na face.,"53,5 x 44,5 x 30 cm ap.",[[Núcleo desconhecido]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0699.jpg,[[Imagem:M0699.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil ou Portugal(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0700,[[anjo]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil ou Portugal(?)]],madeira entalhada policromada e dourada.,Com a cabeça inclinada à esquerda.,49 x 47 x 31 cm ap.,[[Núcleo desconhecido]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0700.jpg,[[Imagem:M0700.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil ou Portugal(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0701,"[[tapete ""iraniano]]",[[Autor desconhecido]],[[Século XVIII-XIX]],[[Irã (Pérsia central)]],Seda,Com motivos florais.,"303,0 x 175,0",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0701.jpg,[[Imagem:M0701.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Irã (Pérsia central)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0702,[[tapete bokhara Salor]],[[Autor desconhecido]],[[Final do Século XIX]],[[Turquestão (Rússia)]],Lã.,Sem descrição,"265,0 x 153,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0702.jpg,[[Imagem:M0702.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Turquestão (Rússia)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0703,[[tapete ersari]],[[Autor desconhecido]],[[Início do Século XX]],[[Afeganistão]]/[[Região Norte]],Lã.,Sem descrição,"585,0 x 426,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0703.jpg,[[Imagem:M0703.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Afeganistão/Região Norte]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0704,[[tapete MESHED]],[[Autor desconhecido]],[[Início do Século XX]],[[Irã (Pérsia. Região centro-oeste)]],Lã.,Sem descrição,"472,0 x 398,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0704.jpg,[[Imagem:M0704.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Irã (Pérsia. Região centro-oeste)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0705,[[tapete tabriz ]],[[Autor desconhecido]],[[Século XIX]]/[[1850-1900]],[[Irã (Pérsia. Região Noroeste)]],Lã.,Sem descrição,"432,0 x 317,0",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0705.jpg,[[Imagem:M0705.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Irã (Pérsia. Região Noroeste)]][[Categoria:Data/Século XIX/1850-1900]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0706,[[tapete turkoman bokhara yamut]],[[Autor desconhecido]],[[Final do Século XIX]],[[Turquestão (Rússia)]],Lã.,Sem descrição,"270,0 x 181,0 (irregular)",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0706.jpg,[[Imagem:M0706.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Turquestão (Rússia)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0707,[[tapete tabriz com cenas de caça]],[[Autor desconhecido]],[[Início do Século XX]],[[Irã (Pérsia. Região Noroeste)]],Lã.,Com personagens e animais.,"426,0 x 289,0",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0707.jpg,[[Imagem:M0707.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Irã (Pérsia. Região Noroeste)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
