Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0673,[[Título::lampadário]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Prata.]],[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0673.jpg,[[Imagem:M0673.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0674,[[Título::lustre]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze dourado.]],[[Descrição::Para dezoito velas.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0674.jpg,[[Imagem:M0674.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0675,[[Título::candelabro de mesa (girandole)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Bronze dourado; cristal lapidado]],"[[Descrição::Par M-0676. Estilo Luis XV. Para três velas, com cristais transparentes e em cor lilás em forma de flores e frutos. Adaptado para luz elétrica.]]",[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0675.jpg,[[Imagem:M0675.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0676,[[Título::Candelabro de mesa (girandole)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Bronze dourado; cristais lapidados.]],"[[Descrição::Par M-0675. Estilo Luis XV. Para três velas, com cristais transparentes e em cor lilás em forma de flores e frutos. Adaptado para luz elétrica.]]",[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0676.jpg,[[Imagem:M0676.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0677,[[Título::espelho de parede]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Cristal espelhado; madeira entalhada e dourada.]],[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0677.jpg,[[Imagem:M0677.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0678,[[Título::placa misular]],[[Autoria de::Mestre Valentim da Fonseca e Silva]],[[Datação::Século XIX]],[[Origem::Brasil]]/[[SubOrigem::Rio de Janeiro]],"[[Material::Madeira entalhada, policromada e dourada.]]",[[Descrição::Decorada com volutas e cabeças de anjos.]],"[[Dimensões::285,0 x 78,5 x 33,0 cm ap.; com ferragens: 81,5 cm larg.]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Construção ]]/[[SubClassificação:: Fragmentos de Construção]],Imagem:M0678.jpg,[[Imagem:M0678.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção/Fragmentos de Construção]]
M-0679,[[Título::placa misular]],[[Autoria de::Mestre Valentim da Fonseca e Silva]],[[Datação::Século XIX]],[[Origem::Brasil]]/[[SubOrigem::Rio de Janeiro]],[[Material::madeira entalhada policromada e dourada.]],[[Descrição::Decorada com volutas e cabeças de anjos. ]],"[[Dimensões::285,0 x 78,0 x 33,0 cm ap.; com ferragens: 81,0 cm larg.]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Construção ]]/[[SubClassificação:: Fragmentos de Construção]],Imagem:M0679.jpg,[[Imagem:M0679.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção/Fragmentos de Construção]]
M-0680,[[Título::ARANDELA]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Brasil]],[[Material::Madeira entalhada e dourada.]],[[Descrição::Par (M-0689). Para cinco velas. Adaptado para luz elétrica com cinco lâmpadas. Em funcionamento.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0680.jpg,[[Imagem:M0680.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0681,[[Título::arandela]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Brasil]],[[Material::Madeira entalhada e dourada.]],[[Descrição::Par (M-0680). Para cinco velas. Adaptado para luz elétrica com cinco lâmpadas. Em funcionamento.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0681.jpg,[[Imagem:M0681.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0682,[[Título::espírito santo em resplendor]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil(?)]],"[[Material::Madeira entalhada, policromada e dourada.]]",[[Descrição::Em forma de medalhão.]],"[[Dimensões::85,0 x 95,0 x 20,0 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0682.jpg,[[Imagem:M0682.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0683,[[Título::cama]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Itália]]/[[SubOrigem::Veneza]],"[[Material::Madeira entalhada, pintada e dourada; tecido de seda.]]",[[Descrição::Em estilo Luis XV. Entalhe da cabeceira adaptado para o móvel. Cabeceira estofada em tecido.]],"[[Dimensões::Totais: 174,0 x 208,0 x 150,0 cm. Entalhe da cabeceira: 172,4 x 56,0 x 8,0 espess.]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0683.jpg,[[Imagem:M0683.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália/Veneza]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0684,[[Título::moldura]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Itália]],[[Material::Mármores; coral?; metal dourado; metal?; madeira; vidro transparente.]],[[Descrição::Como moldura de imagem sacra]],"[[Dimensões::85,4 x 67,4 x 12,5 ap.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0684.jpg,[[Imagem:M0684.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0685,[[Título::taça]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Cristal transparente lapidado; bronze dourado]],[[Descrição::Sem descrição]],"[[Dimensões::12,5 x 9,9 cm d.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0685.jpg,[[Imagem:M0685.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0686,[[Título::cabeça de anjo]],[[Autoria de::Mestre Valentim da Fonseca e Silva]],[[Datação::Século XIX]],[[Origem::Brasil]],"[[Material::Madeira entalhada, natural.]]",[[Descrição::Par M-0687. Adaptada para arandela com quatro lâmpadas.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Construção ]]/[[SubClassificação:: Fragmentos de Construção]],Imagem:M0686.jpg,[[Imagem:M0686.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção/Fragmentos de Construção]]
M-0687,[[Título::cabeça de anjo]],[[Autoria de::Mestre Valentim da Fonseca e Silva]],[[Datação::Século XIX]],[[Origem::Brasil]],[[Material::Madeira entalhada natural.]],[[Descrição::Par M-0686. Adaptada para arandela com quatro lâmpadas.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Construção ]]/[[SubClassificação:: Fragmentos de Construção]],Imagem:M0687.jpg,[[Imagem:M0687.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção/Fragmentos de Construção]]
M-0688,[[Título::lustre]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::bronze dourado; cristais lapidados]],[[Descrição::Para seis velas. Adaptado para luz elétrica. Em funcionamento. Com cristais coloridos em forma de flor e frutos suspensos e pássaro de cristal ao centro.]],[[Dimensões::não averiguado.]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0688.jpg,[[Imagem:M0688.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0689,[[Título::lustre]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze.]],"[[Descrição::Para trinta velas. Adaptado para luz elétrica, originalmente para gás.]]",[[Dimensões::Não averiguado.]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0689.jpg,[[Imagem:M0689.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0690,[[Título::vaso]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVI]]/[[SubDatação::Ming]],[[Origem::China]],[[Material::Metal cloisonne.]],[[Descrição:: Adaptado para abajur. Decorado com motivos geométricos e flores.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0690.jpg,[[Imagem:M0690.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVI/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0691,[[Título::estrutura esférica]],[[Autoria de::Bruno Giorgi]],[[Datação::Século XX]],[[Origem::Brasil]],[[Material::Mármore branco esculpido.]],[[Descrição::Sem descrição]],"[[Dimensões::35,0 x 33,0 x 20,0 cm ap.]]",[[Núcleo::Arte Brasileira - Século XX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0691.jpg,[[Imagem:M0691.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Bruno Giorgi]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XX]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0692,[[Título::Escrivaninha (trumeau ou escrivaninha com alçado)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]]/[[SubDatação::c.1910]],[[Origem::Inglaterra]],[[Material::Raiz de Thuya e  madeira maçica escura; bronze.]],[[Descrição::Estilo híbrido. ]],"[[Dimensões::Fechado: 106,5 x 41 x 206,5 cm (na base). Aberto: 45 larg. ap.]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0692.jpg,[[Imagem:M0692.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra]][[Categoria:Data/Século XX/c.1910]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0693,[[Título::mesa para jogos com toucador]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]]/[[SubDatação::c.1750-1777]],[[Origem::Portugal]],"[[Material::Madeira jacarandá (pau santo em portugal) entalhada, com marchetaria; marfim em lâminas; bronze; tecidos; cristal espelhado]]","[[Descrição::Estilo e época transição de D. João V para D. José. Com cinco tampos: aparador, cartas, xadrez e toucador. ]]","[[Dimensões::Fechado: 101 x 43,7 x 80 cm.  Apoio posterior aberto: 85,5 larg. ]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0693.jpg,[[Imagem:M0693.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal]][[Categoria:Data/Século XVIII/c.1750-1777]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0694,[[Título::gaiola]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::China]],[[Material::Madeira lacada; marfim; coral; concha nácar; resinas? cerâmica policromada]],[[Descrição::Com três pés em marfim. Decorada com motivos florais.]],"[[Dimensões::55,0 x 34,5 d. ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0694.jpg,[[Imagem:M0694.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0695,[[Título::garfo]],[[Autoria de::J. S. & S.]],[[Datação::Século XX]]/[[SubDatação::1948]],[[Origem::Inglaterra]]/[[SubOrigem::Sheffield]],"[[Material::Prata fundida, madrepérola.]]",[[Descrição::12 exemplares. Conjunto (M-0696).]],"[[Dimensões::1,2 x 14,6 x 1,3]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0695.jpg,[[Imagem:M0695.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/J. S. & S.]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XX/1948]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0696,[[Título::faca]],[[Autoria de::J. S. & S.]],[[Datação::Século XX]]/[[SubDatação::1947-1949]],[[Origem::Inglaterra]]/[[SubOrigem::Sheffield]],"[[Material::Prata fundida, madrepérola.]]",[[Descrição::11 exemplares. Conjunto (M-0695).]],"[[Dimensões::0,8 x 18,2 x 1,5]]",[[Núcleo::Prataria - Uso]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0696.jpg,[[Imagem:M0696.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/J. S. & S.]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XX/1947-1949]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0697,[[Título::sem título]],[[Autoria de::Gerda Brentani]],[[Datação::Século XX]],[[Origem::Brasil]]/[[SubOrigem::São Paulo]],[[Material::Óleo sobre tela]],[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Pintura]],Imagem:M0697.jpg,[[Imagem:M0697.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Gerda Brentani]][[Categoria:Origem/Brasil/São Paulo]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XX]][[Categoria:Classificação/Artes Visuais/Pintura]]
M-0698,[[Título::xícara]],[[Autoria de::Pirkenhammer]],[[Datação::Século XX]],[[Origem::República Tcheca]]/[[SubOrigem::Breslova]],[[Material::Porcelana dourada e prateada.]],[[Descrição::Formato octogonal.]],"[[Dimensões::4,4 x 7,0 x 5,9]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0698.jpg,[[Imagem:M0698.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Pirkenhammer]][[Categoria:Origem/República Tcheca/Breslova]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
